"","X.2","X.1","X","trait","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value","significance"
"375",375,375,375,"total_nod","717A - InCtrl",-7.11e-15,3.720802255,31.55989606,-13.62471484,13.62471484,-1.91e-15,1,"ns"
"376",376,376,376,"total_nod","(717A + 141) - 733B",31.33727568,3.720802255,31.55989606,17.71256084,44.96199052,8.422182511,3.85e-09,"****"
"377",377,377,377,"total_nod","(717A + 141) - (733B + 141)",1.087275679,3.702747125,30.99293578,-12.49680526,14.67135662,0.293640274,1,"ns"
"378",378,378,378,"total_nod","(717A + 141) - ExCtrl",31.33727568,4.527525575,30.80472887,14.71675306,47.95779829,6.921501637,1.8e-07,"****"
"379",379,379,379,"total_nod","(717A + 141) - InCtrl",31.33727568,3.720802255,31.55989606,17.71256084,44.96199052,8.422182511,3.85e-09,"****"
"380",380,380,380,"total_nod","733B - (733B + 141)",-30.25,3.702747125,30.99293578,-43.83408094,-16.66591906,-8.169610016,6.93e-09,"****"
"381",381,381,381,"total_nod","733B - ExCtrl",7.11e-15,4.527525575,30.80472887,-16.62052262,16.62052262,1.57e-15,1,"ns"
"382",382,382,382,"total_nod","733B - InCtrl",-7.11e-15,3.720802255,31.55989606,-13.62471484,13.62471484,-1.91e-15,1,"ns"
"383",383,383,383,"total_nod","(733B + 141) - ExCtrl",30.25,4.512699268,30.42949969,13.66237693,46.83762307,6.703305096,3.4e-07,"****"
"384",384,384,384,"total_nod","(733B + 141) - InCtrl",30.25,3.702747125,30.99293578,16.66591906,43.83408094,8.169610016,6.93e-09,"****"
"385",385,385,385,"total_nod","ExCtrl - InCtrl",-1.42e-14,4.527525575,30.80472887,-16.62052262,16.62052262,-3.14e-15,1,"ns"
"386",386,386,386,"nod_mass","141 - (522 + 141)",0.000113729,0.000190931,15.06166141,-0.000513248,0.000740706,0.595654653,0.700313614,"ns"
"387",387,387,387,"nod_mass","141 - (702A + 141)",9.07e-05,0.000190931,15.06166141,-0.000536268,0.000717686,0.475087546,0.712822824,"ns"
"388",388,388,388,"nod_mass","141 - (717A + 141)",0.000300669,0.000193467,15.71179266,-0.000330284,0.000931623,1.554114617,0.350166883,"ns"
"389",389,389,389,"nod_mass","141 - (733B + 141)",0.000462889,0.000190931,15.06166141,-0.000164088,0.001089866,2.424377975,0.2811974,"ns"
"390",390,390,390,"nod_mass","(522 + 141) - (702A + 141)",-2.3e-05,0.000188361,14.41737649,-0.00064619,0.00060015,-0.122212027,0.904418293,"ns"
"391",391,391,391,"nod_mass","(522 + 141) - (717A + 141)",0.000186941,0.000190931,15.06166141,-0.000440037,0.000813918,0.979099841,0.571660812,"ns"
"392",392,392,392,"nod_mass","(522 + 141) - (733B + 141)",0.00034916,0.000188361,14.41737649,-0.00027401,0.00097233,1.853672952,0.2811974,"ns"
"393",393,393,393,"nod_mass","(702A + 141) - (717A + 141)",0.000209961,0.000190931,15.06166141,-0.000417017,0.000836938,1.099666947,0.571660812,"ns"
"394",394,394,394,"nod_mass","(702A + 141) - (733B + 141)",0.00037218,0.000188361,14.41737649,-0.00025099,0.00099535,1.975884979,0.2811974,"ns"
"395",395,395,395,"nod_mass","(717A + 141) - (733B + 141)",0.000162219,0.000190931,15.06166141,-0.000464758,0.000789197,0.849623482,0.584052795,"ns"
